user,item,skill,correct,wins,fails
2099,76429,90,0,0,0
2099,76432,90,1,2,1
2099,76433,90,0,3,1
2099,76341,90,1,3,5
2099,76346,90,1,7,5
2099,76390,90,1,11,6
2099,76404,90,1,16,7
2099,76405,90,1,17,7
2099,76252,90,1,21,10
2099,76254,90,1,23,10
2099,76255,90,1,24,10
2099,76256,90,1,25,10
3109,53835,80,1,0,0
3109,54112,43,1,1,0
2930,54469,82,1,0,0
2938,53987,81,0,0,0
2932,54463,82,1,0,0
2932,53836,80,1,1,0
2938,54105,43,1,0,0
2923,84801,38,0,0,0
3108,53836,80,1,0,0
2934,53987,81,0,2,0
2938,54481,82,1,2,0
2934,54487,82,1,2,1
2940,54007,81,0,0,0
2040,49276,38,0,0,0
2040,53791,83,1,0,0
2923,84732,56,1,0,0
2923,85458,46,1,0,0
2923,84729,56,1,1,0
2925,85446,46,0,0,0
2925,84731,56,1,1,0
2925,84817,38,1,0,0
2925,84813,38,1,1,0
2925,54469,82,1,1,0
2925,54109,43,0,0,0
2925,53991,81,1,0,0
2925,53838,80,1,0,0
2925,54478,82,1,2,0
885,85466,46,0,1,0
885,84801,38,1,0,0
885,85454,46,1,1,1
885,84789,38,1,1,0
878,85478,46,0,0,0
878,85470,46,1,0,1
878,85486,46,1,1,1
878,85458,46,1,2,1
525,51153,97,0,0,0
525,51186,97,0,0,1
525,66819,97,0,0,2
525,66821,97,0,0,4
508,97555,99,0,0,0
5,74294,13,0,0,0
7,47844,7,0,1,0
7,57464,8,0,0,1
7,57485,8,1,0,2
870,57473,8,1,0,0
7,57542,8,1,1,2
7,57539,8,1,2,2
984,57735,6,1,1,0
2923,90537,82,0,0,0
2923,54481,82,1,1,1
38,56928,7,0,0,0
853,54256,82,1,0,1
45,50875,7,1,0,0
853,54244,82,1,1,1
853,57470,8,1,1,1
853,46971,8,0,3,1
38,51159,97,1,0,0
853,56862,7,0,0,0
45,57488,8,0,0,0
1119,50787,7,1,0,0
1119,50748,7,1,1,0
1119,56928,7,0,2,0
45,61454,52,0,0,0
38,59991,37,1,0,0
1119,56916,7,1,3,1
44,75458,95,0,0,0
45,46878,8,0,4,1
1119,54083,81,0,0,0
44,75444,95,1,1,1
2156,84789,38,1,0,0
1119,54095,81,0,0,1
2676,85486,46,1,0,0
2156,88830,56,1,1,0
2676,84732,56,1,0,0
853,56751,7,1,1,1
45,57506,8,0,4,2
2676,84730,56,1,1,0
2156,50992,98,1,0,0
38,54067,81,1,0,1
44,71491,30,0,0,0
1026,58045,6,1,0,0
1119,97800,34,1,0,0
45,57500,8,1,4,3
44,71500,30,0,2,1
38,57899,6,0,1,0
524,57644,2,1,0,0
1129,54128,43,0,0,0
1129,54460,82,0,0,0
851,57787,6,0,0,2
851,57957,6,0,0,3
519,46800,8,0,0,0
851,51342,3,0,0,0
519,46920,8,0,0,1
1129,58807,83,0,1,1
1480,54361,82,1,2,1
519,46863,8,0,0,3
1480,53987,81,1,0,0
851,65777,34,0,0,0
1129,53778,83,0,1,3
878,53836,80,1,0,0
879,85474,46,1,0,1
879,84729,56,1,0,0
879,85340,56,1,3,0
879,53841,80,1,1,0
878,90531,82,1,2,0
2932,53838,80,1,2,0
897,84805,38,1,0,1
897,84813,38,1,1,1
2932,54478,82,1,1,0
2932,54466,82,1,2,0
2932,54111,43,1,2,0
897,85343,56,1,0,0
897,84821,38,1,3,1
2652,53991,81,0,0,0
2652,90534,82,1,0,0
2652,90320,82,1,2,0
2652,54466,82,1,3,0
1013,55699,59,1,0,0
1015,55747,59,0,0,0
3592,55930,59,1,0,0
